,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,task,go-task/task,['targets-general'],written-in-go,https://github.com/go-task/task,https://github.com/go-task/task,MIT,2017-02-27 00:46:04,2026-03-12 17:51:12,2026-03-08 20:25:37,2680,112.0,787,71,1173,138.0,1126.0,15085,2026-03-08 20:08:19,3.49.1,26549966.0,294999.0,100,"A fast, cross-platform build tool inspired by Make, designed for modern workflows.",535.0,535.0,234,36,True,1,1.0
1,just,casey/just,['targets-general'],written-in-rust,https://github.com/casey/just,https://github.com/casey/just,CC0-1.0,2016-06-17 06:08:08,2026-03-10 22:29:16,2026-03-10 22:29:16,1558,37.0,685,89,1575,340.0,1014.0,32025,2026-01-02 06:55:58,1.46.0,30137685.0,407266.0,100,Just a command runner.,267.0,267.0,214,33,False,1,-1.0
2,mise,jdx/mise,['targets-general'],written-in-rust,https://github.com/jdx/mise,https://github.com/jdx/mise,MIT,2023-01-09 14:44:21,2026-03-12 15:28:01,2026-03-12 15:22:01,5997,789.0,937,37,4835,,,25564,2026-03-11 19:59:19,2026.3.8,1329861.0,221643.0,100,"dev tools, env vars, task runner.",,,467,30,True,2,30.0
3,cargo-make,sagiegurari/cargo-make,['targets-rust'],written-in-rust,https://github.com/sagiegurari/cargo-make,https://github.com/sagiegurari/cargo-make,Apache-2.0,2017-06-23 12:19:21,2026-02-05 18:50:48,2025-10-29 15:15:58,2614,,146,10,690,59.0,531.0,2906,2025-01-18 15:12:36,0.37.24,3873527.0,50305.0,100,Rust task runner and build tool.,140.0,140.0,79,26,True,3,
4,poethepoet,nat-n/poethepoet,['targets-python'],written-in-python,https://github.com/nat-n/poethepoet,https://github.com/nat-n/poethepoet,MIT,2020-05-28 21:56:22,2026-03-11 22:38:49,2026-02-26 22:42:25,375,26.0,75,8,141,17.0,138.0,1987,2026-02-26 22:43:24,0.42.1,675.0,9.0,76,A task runner that works well with poetry or uv.,6619.0,6619.0,44,25,True,1,
5,mask,jacobdeichert/mask,['targets-general'],written-in-rust,https://github.com/jacobdeichert/mask,https://github.com/jacobdeichert/mask,MIT,2019-07-06 20:47:44,2026-01-10 22:37:49,2026-01-10 22:37:48,361,9.0,56,17,60,17.0,55.0,1567,2026-01-10 22:37:49,mask/0.11.7,58132.0,726.0,23,A CLI task runner defined by a simple markdown file.,41.0,41.0,17,20,True,3,
6,xc,joerdav/xc,['targets-general'],written-in-go,https://github.com/joerdav/xc,https://github.com/joerdav/xc,MIT,2021-10-15 09:00:29,2026-02-06 15:45:00,2026-02-06 12:14:07,277,6.0,32,9,102,17.0,43.0,1372,2026-01-05 15:29:14,0.9.0,79244.0,1495.0,61,Markdown defined task runner.,,,16,20,True,3,
7,taskipy,taskipy/taskipy,['targets-python'],written-in-python,https://github.com/taskipy/taskipy,https://github.com/taskipy/taskipy,MIT,2019-12-22 21:10:55,2024-11-26 16:35:16,2024-11-26 16:35:16,142,,27,6,62,10.0,28.0,703,2024-11-26 16:36:01,1.14.1,,,4,the complementary task runner for python.,8010.0,8010.0,14,19,False,3,
