,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,task,go-task/task,['targets-general'],written-in-go,https://github.com/go-task/task,https://github.com/go-task/task,MIT,2017-02-27 00:46:04,2026-03-05 15:35:09,2026-02-27 12:47:59,2666,122.0,781,71,1156,137.0,1123.0,15027,2026-01-26 12:30:54,3.48.0,27313429.0,293692.0,100,"A fast, cross-platform build tool inspired by Make, designed for modern workflows.",524.0,524.0,233,36,True,1,1.0
1,just,casey/just,['targets-general'],written-in-rust,https://github.com/casey/just,https://github.com/casey/just,CC0-1.0,2016-06-17 06:08:08,2026-02-16 03:02:21,2026-02-11 16:17:06,1551,50.0,680,89,1568,345.0,1005.0,31850,2026-01-02 06:55:58,1.46.0,29725210.0,401692.0,100,Just a command runner.,267.0,267.0,211,34,False,1,
2,mise,jdx/mise,['targets-general'],written-in-rust,https://github.com/jdx/mise,https://github.com/jdx/mise,MIT,2023-01-09 14:44:21,2026-03-05 12:32:15,2026-03-05 12:23:09,5941,758.0,916,37,4773,,,25293,2026-03-04 19:23:59,2026.3.3,1344070.0,224011.0,100,"dev tools, env vars, task runner.",,,458,30,True,2,30.0
3,cargo-make,sagiegurari/cargo-make,['targets-rust'],written-in-rust,https://github.com/sagiegurari/cargo-make,https://github.com/sagiegurari/cargo-make,Apache-2.0,2017-06-23 12:19:21,2026-02-05 18:50:48,2025-10-29 15:15:58,2614,,146,10,690,59.0,531.0,2904,2025-01-18 15:12:36,0.37.24,3830123.0,49741.0,100,Rust task runner and build tool.,140.0,140.0,79,26,True,3,
4,poethepoet,nat-n/poethepoet,['targets-python'],written-in-python,https://github.com/nat-n/poethepoet,https://github.com/nat-n/poethepoet,MIT,2020-05-28 21:56:22,2026-02-26 23:07:37,2026-02-26 22:42:25,375,26.0,75,8,141,17.0,138.0,1980,2026-02-26 22:43:24,0.42.1,671.0,9.0,76,A task runner that works well with poetry or uv.,6591.0,6591.0,44,25,True,1,
5,mask,jacobdeichert/mask,['targets-general'],written-in-rust,https://github.com/jacobdeichert/mask,https://github.com/jacobdeichert/mask,MIT,2019-07-06 20:47:44,2026-01-10 22:37:49,2026-01-10 22:37:48,361,9.0,55,17,58,16.0,55.0,1565,2026-01-10 22:37:49,mask/0.11.7,57837.0,722.0,23,A CLI task runner defined by a simple markdown file.,41.0,41.0,17,20,True,3,
6,xc,joerdav/xc,['targets-general'],written-in-go,https://github.com/joerdav/xc,https://github.com/joerdav/xc,MIT,2021-10-15 09:00:29,2026-02-06 15:45:00,2026-02-06 12:14:07,277,6.0,32,9,102,17.0,43.0,1372,2026-01-05 15:29:14,0.9.0,77888.0,1469.0,61,Markdown defined task runner.,,,16,20,True,3,
7,taskipy,taskipy/taskipy,['targets-python'],written-in-python,https://github.com/taskipy/taskipy,https://github.com/taskipy/taskipy,MIT,2019-12-22 21:10:55,2024-11-26 16:35:16,2024-11-26 16:35:16,142,,27,6,62,10.0,28.0,699,2024-11-26 16:36:01,1.14.1,,,4,the complementary task runner for python.,7996.0,7996.0,14,19,False,3,
